# wave (µm)	R (µW cm-2 sr-1 µm-1)
1.15590000e+01	5.41200730e+00
1.15609999e+01	5.37288050e+00
1.15629997e+01	5.38585470e+00
1.15649996e+01	5.44710830e+00
1.15670004e+01	5.50235510e+00
1.15690002e+01	5.50923400e+00
1.15710001e+01	5.57587390e+00
1.15729999e+01	5.68450740e+00
1.15749998e+01	5.68126300e+00
1.15769997e+01	5.65909100e+00
1.15790005e+01	5.60145850e+00
1.15810003e+01	5.58712200e+00
1.15830002e+01	5.53552010e+00
1.15850000e+01	5.22069030e+00
1.15869999e+01	4.98005530e+00
1.15889997e+01	5.00631710e+00
1.15909996e+01	5.15553620e+00
1.15930004e+01	5.52566860e+00
1.15950003e+01	5.61668210e+00
1.15970001e+01	5.67951440e+00
1.15990000e+01	5.75248860e+00
1.16009998e+01	5.80229710e+00
1.16029997e+01	5.80928560e+00
1.16049995e+01	5.80922840e+00
1.16070003e+01	5.74093630e+00
1.16090002e+01	5.82792330e+00
1.16110001e+01	5.83881470e+00
1.16129999e+01	5.83885190e+00
1.16149998e+01	5.78941150e+00
1.16169996e+01	5.78939770e+00
1.16190004e+01	5.87925620e+00
1.16210003e+01	5.86451340e+00
1.16230001e+01	5.78761960e+00
1.16250000e+01	5.78755520e+00
1.16269999e+01	5.89872410e+00
1.16289997e+01	5.84290080e+00
1.16309996e+01	5.84292510e+00
1.16330004e+01	5.81172280e+00
1.16350002e+01	5.90773150e+00
1.16370001e+01	5.90780120e+00
1.16389999e+01	5.86388350e+00
1.16409998e+01	5.73254160e+00
1.16429997e+01	5.73243380e+00
1.16450005e+01	5.62144330e+00
1.16470003e+01	5.70478680e+00
1.16490002e+01	5.70488690e+00
1.16510000e+01	5.75896220e+00
1.16529999e+01	5.85118720e+00
1.16549997e+01	5.85152100e+00
1.16569996e+01	5.82026290e+00
1.16590004e+01	5.68694780e+00
1.16610003e+01	5.68716380e+00
1.16630001e+01	5.49482390e+00
1.16650000e+01	5.56984190e+00
1.16669998e+01	5.57029200e+00
1.16689997e+01	5.63799950e+00
1.16709995e+01	5.63861370e+00
1.16730003e+01	5.67331410e+00
1.16750002e+01	5.63149020e+00
1.16770001e+01	5.40250060e+00
1.16789999e+01	5.40312000e+00
1.16809998e+01	5.19434690e+00
1.16829996e+01	5.19500970e+00
1.16850004e+01	5.29243950e+00
1.16870003e+01	5.29879860e+00
1.16890001e+01	5.27237180e+00
1.16910000e+01	5.27364110e+00
1.16929998e+01	5.22125430e+00
1.16949997e+01	4.86652990e+00
1.16969995e+01	4.86792990e+00
