# wave (µm)	R (µW cm-2 sr-1 µm-1)
5.66949987e+00	2.00320010e-01
5.67049980e+00	1.71348300e-01
5.67150021e+00	1.90894280e-01
5.67250013e+00	2.59310810e-01
5.67350101e+00	3.32328230e-01
5.67449999e+00	3.52297750e-01
5.67549992e+00	3.41232480e-01
5.67649984e+00	3.15462080e-01
5.67749977e+00	2.74927820e-01
5.67850018e+00	1.92012180e-01
5.67950106e+00	1.23121130e-01
5.68050098e+00	1.41013150e-01
5.68149996e+00	1.52054240e-01
5.68249989e+00	1.12240540e-01
5.68349981e+00	1.21055280e-01
5.68450022e+00	1.91749330e-01
5.68550014e+00	2.34417440e-01
5.68650103e+00	2.10124250e-01
5.68750000e+00	1.69545340e-01
5.68849993e+00	1.50589590e-01
5.68949986e+00	2.17502360e-01
5.69049978e+00	2.93922540e-01
5.69150019e+00	3.16989510e-01
5.69250011e+00	3.25046810e-01
5.69350100e+00	3.18490920e-01
5.69449997e+00	2.75461290e-01
5.69549990e+00	2.45365310e-01
5.69649982e+00	2.18002080e-01
5.69750023e+00	1.38581480e-01
5.69850016e+00	1.49670060e-01
5.69950008e+00	2.35466600e-01
5.70050001e+00	2.96681670e-01
5.70149994e+00	3.29514530e-01
5.70249987e+00	3.40344730e-01
5.70349979e+00	3.37044420e-01
5.70450020e+00	3.19939230e-01
5.70550108e+00	2.87289800e-01
5.70650101e+00	2.34117810e-01
5.70749998e+00	1.52677830e-01
5.70849991e+00	1.13876800e-01
5.70949984e+00	1.35075520e-01
5.71049976e+00	1.14624400e-01
5.71150017e+00	1.40707780e-01
5.71250105e+00	2.07284470e-01
5.71350002e+00	2.14063320e-01
5.71449995e+00	2.57121830e-01
5.71549988e+00	3.06834460e-01
5.71649981e+00	3.18663390e-01
5.71750021e+00	3.06942020e-01
5.71850014e+00	2.68784790e-01
5.71950102e+00	1.95546030e-01
5.72049999e+00	1.31450730e-01
5.72149992e+00	1.58453820e-01
5.72249985e+00	1.72043760e-01
5.72349977e+00	2.12341770e-01
5.72450018e+00	2.14373780e-01
5.72550011e+00	1.59636270e-01
5.72650099e+00	1.95403340e-01
5.72749996e+00	2.03985010e-01
5.72849989e+00	1.61907240e-01
5.72949982e+00	1.46244720e-01
5.73050022e+00	1.00472080e-01
5.73150015e+00	8.98408220e-02
5.73250008e+00	1.20833400e-01
5.73350000e+00	1.51360540e-01
5.73449993e+00	1.24250530e-01
5.73549986e+00	1.44226670e-01
5.73649979e+00	1.52118890e-01
5.73750019e+00	1.47552400e-01
5.73850107e+00	1.42665740e-01
5.73950100e+00	1.44125890e-01
