# wave (µm)	R (µW cm-2 sr-1 µm-1)
7.29949999e+00	2.15891760e-01
7.30049992e+00	5.29139340e-01
7.30149984e+00	7.71946730e-01
7.30249977e+00	5.67447960e-01
7.30350018e+00	4.21531830e-01
7.30450010e+00	6.40359820e-01
7.30550003e+00	8.76852270e-01
7.30649996e+00	1.11152180e+00
7.30749989e+00	1.26864470e+00
7.30849981e+00	1.28155760e+00
7.30950022e+00	9.34972580e-01
7.31050014e+00	5.16406950e-01
7.31150007e+00	3.20524960e-01
7.31250000e+00	1.30569250e-01
7.31349993e+00	9.34078400e-02
7.31449986e+00	1.05868160e-01
7.31549978e+00	1.39713450e-01
7.31650019e+00	2.05002190e-01
7.31750011e+00	2.61433040e-01
7.31850004e+00	5.21643340e-01
7.31949997e+00	1.21192820e+00
7.32049990e+00	1.44375420e+00
7.32149982e+00	8.04960850e-01
7.32250023e+00	2.48082820e-01
7.32350016e+00	1.95425730e-01
7.32450008e+00	4.89464190e-01
7.32550001e+00	6.74844320e-01
7.32649994e+00	3.92114580e-01
7.32749987e+00	4.68923720e-01
7.32849979e+00	9.50089340e-01
7.32950020e+00	1.33018770e+00
7.33050013e+00	1.22964300e+00
7.33150005e+00	6.33955600e-01
7.33249998e+00	2.88633790e-01
7.33349991e+00	2.28136850e-01
7.33449984e+00	7.07750260e-01
7.33549976e+00	1.76615680e+00
7.33650017e+00	1.52533920e+00
7.33750010e+00	4.99174180e-01
7.33850002e+00	1.79481160e-01
7.33949995e+00	2.00529990e-01
7.34049988e+00	2.33165470e-01
7.34149981e+00	1.96192880e-01
7.34250021e+00	2.08522600e-01
7.34350014e+00	3.46142980e-01
7.34450006e+00	6.61514220e-01
7.34549999e+00	1.38184200e+00
7.34649992e+00	1.51193270e+00
7.34749985e+00	8.72264090e-01
7.34849977e+00	8.13578840e-01
7.34950018e+00	1.31722000e+00
7.35050011e+00	1.06890740e+00
7.35150003e+00	1.18463270e+00
7.35249996e+00	1.77010320e+00
7.35349989e+00	1.75660190e+00
7.35449982e+00	1.09445570e+00
7.35550022e+00	4.77989610e-01
7.35650015e+00	3.27754590e-01
7.35750008e+00	3.30632840e-01
7.35850000e+00	2.86911220e-01
7.35949993e+00	2.88601160e-01
7.36049986e+00	3.59939250e-01
7.36149979e+00	8.73711050e-01
7.36250019e+00	2.08699300e+00
7.36350012e+00	2.14730830e+00
7.36450005e+00	1.01116820e+00
7.36549997e+00	4.36412250e-01
7.36649990e+00	2.85641430e-01
7.36749983e+00	2.56915180e-01
7.36850023e+00	3.84430560e-01
7.36950016e+00	5.87004600e-01
7.37050009e+00	1.21797160e+00
7.37150002e+00	2.20977690e+00
7.37249994e+00	1.98799600e+00
7.37349987e+00	1.79918230e+00
7.37449980e+00	2.07319190e+00
7.37550020e+00	1.84986790e+00
7.37650013e+00	2.48498610e+00
7.37750006e+00	3.10867330e+00
7.37849998e+00	2.51947780e+00
7.37949991e+00	1.23644260e+00
7.38049984e+00	5.43031450e-01
7.38149977e+00	3.97070170e-01
7.38250017e+00	3.79466860e-01
7.38350010e+00	4.57570080e-01
7.38450003e+00	6.51326720e-01
7.38549995e+00	5.20581130e-01
7.38649988e+00	3.43118340e-01
7.38749981e+00	4.27629710e-01
7.38850021e+00	1.00590220e+00
7.38950014e+00	2.46786640e+00
7.39050007e+00	3.42919090e+00
7.39150000e+00	2.24024460e+00
7.39249992e+00	8.77383050e-01
7.39349985e+00	4.97222510e-01
7.39449978e+00	5.56484520e-01
7.39550018e+00	7.78251350e-01
7.39650011e+00	1.54042120e+00
7.39750004e+00	2.30298110e+00
7.39849997e+00	2.12003470e+00
7.39949989e+00	2.41393020e+00
7.40049982e+00	2.63392690e+00
7.40150023e+00	2.97942570e+00
7.40250015e+00	2.86431190e+00
7.40350008e+00	1.56202350e+00
7.40450001e+00	7.10822700e-01
7.40549994e+00	3.55095030e-01
7.40649986e+00	2.20776530e-01
7.40749979e+00	2.07475350e-01
7.40850019e+00	2.42572840e-01
7.40950012e+00	3.02428070e-01
7.41050005e+00	3.82856700e-01
7.41149998e+00	5.55908620e-01
7.41249990e+00	4.73125700e-01
7.41349983e+00	2.92016090e-01
7.41450024e+00	3.12758180e-01
7.41550016e+00	5.21702050e-01
7.41650009e+00	1.21373310e+00
7.41750002e+00	2.69771960e+00
7.41849995e+00	3.73055530e+00
7.41949987e+00	2.94353410e+00
7.42049980e+00	1.80948710e+00
7.42150021e+00	1.45449880e+00
7.42250013e+00	2.32744720e+00
7.42350006e+00	3.47042700e+00
7.42449999e+00	3.69929480e+00
7.42549992e+00	3.91917040e+00
7.42649984e+00	3.81050920e+00
7.42749977e+00	3.30570840e+00
7.42850018e+00	2.14044790e+00
7.42950010e+00	1.00402680e+00
7.43050003e+00	5.02707960e-01
7.43149996e+00	4.46481380e-01
7.43249989e+00	6.79932360e-01
7.43349981e+00	7.09852100e-01
7.43450022e+00	5.06113710e-01
7.43550014e+00	3.61113430e-01
7.43650007e+00	3.60153940e-01
7.43750000e+00	4.46168450e-01
7.43849993e+00	9.10051580e-01
7.43949986e+00	1.23173210e+00
7.44049978e+00	1.00170580e+00
7.44150019e+00	9.32418230e-01
7.44250011e+00	1.10173010e+00
7.44350004e+00	1.11548520e+00
7.44449997e+00	1.78519300e+00
7.44549990e+00	3.18088130e+00
7.44649982e+00	4.38980150e+00
7.44750023e+00	4.52388950e+00
7.44850016e+00	3.65314320e+00
7.44950008e+00	2.57449030e+00
7.45050001e+00	2.69473340e+00
7.45149994e+00	3.81924390e+00
7.45249987e+00	4.67506310e+00
7.45349979e+00	4.45115330e+00
7.45450020e+00	3.04994680e+00
7.45550013e+00	1.59891500e+00
7.45650005e+00	8.92182710e-01
7.45749998e+00	6.28205060e-01
7.45849991e+00	5.88796020e-01
7.45949984e+00	7.70610330e-01
7.46049976e+00	9.70434490e-01
7.46150017e+00	9.89320580e-01
7.46250010e+00	7.06200420e-01
7.46350002e+00	6.63421330e-01
7.46449995e+00	5.03114100e-01
7.46549988e+00	4.67203920e-01
7.46649981e+00	8.44877300e-01
7.46750021e+00	9.80317830e-01
7.46850014e+00	7.64949380e-01
7.46950006e+00	9.98732150e-01
7.47049999e+00	1.27538630e+00
7.47149992e+00	1.31145800e+00
7.47249985e+00	1.61373290e+00
7.47349977e+00	2.53813240e+00
7.47450018e+00	3.95542240e+00
7.47550011e+00	4.61759280e+00
7.47650003e+00	4.08042960e+00
7.47749996e+00	3.15521050e+00
7.47849989e+00	3.66092630e+00
7.47949982e+00	4.32179500e+00
7.48050022e+00	3.28266020e+00
7.48150015e+00	2.12555220e+00
7.48250008e+00	1.34743800e+00
7.48350000e+00	7.41176190e-01
7.48449993e+00	5.48223500e-01
7.48549986e+00	4.79498120e-01
7.48649979e+00	5.05098760e-01
7.48750019e+00	8.23530320e-01
7.48850012e+00	8.27121970e-01
7.48950005e+00	5.64902660e-01
7.49049997e+00	6.16530840e-01
7.49149990e+00	6.23326840e-01
7.49249983e+00	4.68255430e-01
7.49350023e+00	6.64547320e-01
7.49450016e+00	1.37392710e+00
7.49550009e+00	1.81023900e+00
7.49650002e+00	1.50421040e+00
7.49749994e+00	9.62599100e-01
7.49849987e+00	8.69990710e-01
7.49949980e+00	1.31636570e+00
7.50050020e+00	2.05250790e+00
7.50150013e+00	2.82233000e+00
7.50250006e+00	3.86996630e+00
7.50349998e+00	5.00352290e+00
7.50449991e+00	5.26028010e+00
7.50549984e+00	4.74113130e+00
7.50649977e+00	4.43093730e+00
7.50750017e+00	3.90345030e+00
7.50850010e+00	2.64611320e+00
7.50950003e+00	1.57615800e+00
7.51049995e+00	1.02502100e+00
7.51149988e+00	1.02536320e+00
7.51249981e+00	9.59325370e-01
7.51350021e+00	5.95667900e-01
7.51450014e+00	4.37095550e-01
7.51550007e+00	4.24771340e-01
7.51650000e+00	4.30227310e-01
7.51749992e+00	3.78409980e-01
7.51849985e+00	4.08047530e-01
7.51949978e+00	5.66775920e-01
7.52050018e+00	5.59802650e-01
7.52150011e+00	5.57051540e-01
7.52250004e+00	9.87716790e-01
7.52349997e+00	1.44274070e+00
7.52449989e+00	1.34577990e+00
7.52549982e+00	9.09581720e-01
7.52650023e+00	9.51383770e-01
7.52750015e+00	1.53374510e+00
7.52850008e+00	1.45558140e+00
7.52950001e+00	1.17752540e+00
7.53049994e+00	1.52863610e+00
7.53149986e+00	2.41093660e+00
7.53249979e+00	3.70283370e+00
7.53350019e+00	5.03473330e+00
7.53450012e+00	5.48199270e+00
7.53550005e+00	4.96045020e+00
7.53649998e+00	3.51933650e+00
7.53749990e+00	2.16155080e+00
7.53849983e+00	1.38701180e+00
7.53950024e+00	9.83401060e-01
7.54050016e+00	7.53050920e-01
7.54150009e+00	6.23265740e-01
7.54250002e+00	5.84311010e-01
7.54349995e+00	5.25543690e-01
7.54449987e+00	4.25714020e-01
7.54549980e+00	3.66603400e-01
7.54650021e+00	3.99805400e-01
7.54750013e+00	5.45169060e-01
7.54850006e+00	5.13678010e-01
7.54949999e+00	4.48701950e-01
7.55049992e+00	7.19595430e-01
7.55149984e+00	1.46682240e+00
7.55249977e+00	1.99862850e+00
7.55350018e+00	1.70569750e+00
7.55450010e+00	1.36349060e+00
7.55550003e+00	1.46402970e+00
7.55649996e+00	9.86225490e-01
7.55749989e+00	6.17656050e-01
7.55849981e+00	6.38361870e-01
7.55950022e+00	8.09766530e-01
7.56050014e+00	1.17267200e+00
7.56150007e+00	1.99344370e+00
7.56250000e+00	3.54511090e+00
7.56349993e+00	4.82035210e+00
7.56449986e+00	4.07128190e+00
7.56549978e+00	2.42931270e+00
7.56650019e+00	1.38144220e+00
7.56750011e+00	8.86120980e-01
7.56850004e+00	6.72710120e-01
7.56949997e+00	6.09017430e-01
7.57049990e+00	4.96867750e-01
7.57149982e+00	3.68492540e-01
7.57250023e+00	3.51026650e-01
7.57350016e+00	3.57888730e-01
7.57450008e+00	3.36623670e-01
7.57550001e+00	4.31045530e-01
7.57649994e+00	5.28413240e-01
7.57749987e+00	3.48056170e-01
7.57849979e+00	2.39860070e-01
7.57950020e+00	3.04187660e-01
7.58050013e+00	6.57827260e-01
7.58150005e+00	1.51596360e+00
7.58249998e+00	2.11655640e+00
7.58349991e+00	1.86778400e+00
7.58449984e+00	9.68787250e-01
7.58549976e+00	4.18627770e-01
7.58650017e+00	3.28094870e-01
7.58750010e+00	3.30564170e-01
7.58850002e+00	3.85155050e-01
7.58949995e+00	4.96963140e-01
7.59049988e+00	7.15319870e-01
7.59149981e+00	1.19675670e+00
7.59250021e+00	2.32080200e+00
7.59350014e+00	3.90790220e+00
7.59450006e+00	3.94381400e+00
7.59549999e+00	2.39827130e+00
7.59649992e+00	1.31625830e+00
7.59749985e+00	7.94603410e-01
7.59849977e+00	5.39419950e-01
7.59950018e+00	4.24753760e-01
7.60050011e+00	3.34242080e-01
7.60150003e+00	2.79346700e-01
7.60249996e+00	2.46612790e-01
7.60349989e+00	2.26212980e-01
7.60449982e+00	2.21222680e-01
7.60550022e+00	2.17126500e-01
7.60650015e+00	2.29039910e-01
7.60750008e+00	2.52375330e-01
7.60850000e+00	2.60468180e-01
7.60949993e+00	3.93049930e-01
7.61049986e+00	8.46701200e-01
7.61149979e+00	1.64440630e+00
7.61250019e+00	1.31147960e+00
7.61350012e+00	5.12869600e-01
7.61450005e+00	2.98071120e-01
7.61549997e+00	2.63872240e-01
7.61649990e+00	2.70009520e-01
7.61749983e+00	2.99257670e-01
7.61850023e+00	3.44964770e-01
7.61950016e+00	4.18993860e-01
7.62050009e+00	5.45518820e-01
7.62150002e+00	7.66492780e-01
7.62249994e+00	1.23501240e+00
7.62349987e+00	2.22957730e+00
7.62449980e+00	3.82125380e+00
7.62550020e+00	4.38186070e+00
7.62650013e+00	2.96616240e+00
7.62750006e+00	1.57267560e+00
7.62849998e+00	9.27349270e-01
7.62949991e+00	6.52391730e-01
7.63049984e+00	5.08780420e-01
7.63149977e+00	4.26656990e-01
7.63250017e+00	3.79882190e-01
7.63350010e+00	3.54027420e-01
7.63450003e+00	3.44188060e-01
7.63549995e+00	3.80376460e-01
7.63649988e+00	4.43266900e-01
7.63749981e+00	4.19483130e-01
7.63850021e+00	3.82626410e-01
7.63950014e+00	3.98786340e-01
7.64050007e+00	5.84667680e-01
7.64150000e+00	1.14434660e+00
7.64249992e+00	1.22858620e+00
7.64349985e+00	7.23722700e-01
7.64449978e+00	5.46839830e-01
7.64550018e+00	5.71620350e-01
7.64650011e+00	6.43201410e-01
7.64750004e+00	7.40043460e-01
7.64849997e+00	8.83271160e-01
7.64949989e+00	1.15906950e+00
