# wave (µm)	R (µW cm-2 sr-1 µm-1)
6.43149996e+00	6.74504120e-02
6.43249989e+00	9.94075690e-02
6.43349981e+00	9.48976870e-02
6.43450022e+00	1.16753230e-01
6.43550014e+00	1.93158090e-01
6.43650007e+00	1.74243610e-01
6.43750000e+00	1.05233540e-01
6.43849993e+00	1.13398110e-01
6.43949986e+00	1.24020730e-01
6.44049978e+00	1.03584270e-01
6.44150019e+00	6.45819380e-02
6.44250011e+00	4.44830840e-02
6.44350004e+00	6.30031450e-02
6.44449997e+00	1.05512810e-01
6.44549990e+00	1.44471110e-01
6.44649982e+00	1.70886960e-01
6.44750023e+00	2.07909170e-01
6.44850016e+00	2.27017550e-01
6.44950008e+00	1.90063890e-01
6.45050001e+00	1.75030070e-01
6.45149994e+00	1.65791210e-01
6.45249987e+00	1.53839220e-01
6.45349979e+00	1.44697710e-01
6.45450020e+00	1.34315800e-01
6.45550013e+00	1.15669650e-01
6.45650005e+00	7.90402740e-02
6.45749998e+00	5.70917200e-02
6.45849991e+00	1.75924270e-01
6.45949984e+00	3.40058210e-01
6.46049976e+00	2.52885430e-01
6.46150017e+00	1.34285600e-01
6.46250010e+00	1.17727970e-01
6.46350002e+00	1.12078750e-01
6.46449995e+00	1.04312770e-01
6.46549988e+00	9.10417290e-02
6.46649981e+00	7.50909150e-02
6.46750021e+00	6.87813160e-02
6.46850014e+00	8.38208350e-02
6.46950006e+00	2.29309720e-01
6.47049999e+00	3.35022390e-01
6.47149992e+00	2.68641560e-01
6.47249985e+00	1.40485760e-01
6.47349977e+00	1.12705390e-01
6.47450018e+00	1.11544970e-01
6.47550011e+00	1.06617150e-01
6.47650003e+00	1.01590380e-01
6.47749996e+00	9.03460530e-02
6.47849989e+00	1.02107370e-01
6.47949982e+00	3.00657390e-01
6.48050022e+00	3.68802370e-01
6.48150015e+00	3.16622110e-01
6.48250008e+00	1.91869480e-01
6.48350000e+00	1.25664730e-01
6.48449993e+00	1.11567830e-01
6.48549986e+00	1.32187840e-01
6.48649979e+00	1.95956740e-01
6.48750019e+00	2.04284590e-01
6.48850012e+00	3.58625260e-01
6.48950005e+00	3.90471310e-01
6.49049997e+00	3.42655480e-01
6.49149990e+00	2.78452840e-01
6.49249983e+00	2.06419750e-01
6.49350023e+00	1.73648250e-01
6.49450016e+00	1.60847320e-01
6.49550009e+00	2.94415860e-01
6.49650002e+00	5.66115740e-01
6.49749994e+00	5.47706130e-01
6.49849987e+00	2.73096980e-01
6.49949980e+00	2.69198420e-01
6.50050020e+00	3.86064980e-01
6.50150013e+00	3.67356900e-01
6.50250006e+00	3.13953400e-01
6.50349998e+00	6.39900920e-01
6.50449991e+00	6.14526870e-01
6.50549984e+00	2.33615990e-01
6.50649977e+00	2.51770110e-01
6.50750017e+00	4.39350280e-01
6.50850010e+00	3.31752990e-01
6.50950003e+00	4.60318090e-01
6.51049995e+00	5.44359150e-01
6.51149988e+00	4.14775550e-01
6.51249981e+00	4.21657740e-01
6.51350021e+00	4.93868590e-01
6.51450014e+00	4.75918170e-01
6.51550007e+00	3.84684920e-01
6.51650000e+00	3.61055110e-01
6.51749992e+00	2.64296440e-01
6.51849985e+00	2.85010610e-01
6.51949978e+00	2.31238870e-01
6.52050018e+00	1.28161920e-01
6.52150011e+00	1.04432260e-01
6.52250004e+00	1.00036050e-01
6.52349997e+00	7.99383740e-02
6.52449989e+00	4.47125170e-02
6.52549982e+00	4.74956820e-02
6.52650023e+00	7.91337270e-02
6.52750015e+00	1.18149440e-01
6.52850008e+00	1.45354320e-01
6.52950001e+00	1.28227400e-01
6.53049994e+00	8.84437260e-02
6.53149986e+00	9.34214520e-02
6.53249979e+00	1.21315550e-01
6.53350019e+00	1.45934060e-01
6.53450012e+00	1.54378190e-01
6.53550005e+00	1.53274970e-01
6.53649998e+00	1.62236970e-01
6.53749990e+00	1.52194840e-01
6.53849983e+00	1.27634640e-01
6.53950024e+00	1.38621180e-01
6.54050016e+00	1.51835520e-01
6.54150009e+00	1.36933680e-01
6.54250002e+00	1.10664400e-01
6.54349995e+00	1.28581780e-01
6.54449987e+00	1.86896060e-01
6.54549980e+00	2.09953340e-01
6.54650021e+00	1.75309450e-01
6.54750013e+00	1.24929710e-01
6.54850006e+00	1.03315760e-01
6.54949999e+00	1.48746280e-01
6.55049992e+00	2.06464100e-01
6.55149984e+00	2.15514210e-01
6.55249977e+00	1.70293150e-01
6.55350018e+00	1.25341030e-01
6.55450010e+00	1.46573440e-01
6.55550003e+00	2.25996290e-01
6.55649996e+00	2.66637090e-01
6.55749989e+00	2.03556300e-01
6.55849981e+00	1.24993940e-01
6.55950022e+00	1.61605950e-01
6.56050014e+00	2.41356670e-01
6.56150007e+00	3.00104380e-01
6.56250000e+00	3.19599270e-01
6.56349993e+00	2.79247020e-01
6.56449986e+00	2.40631770e-01
6.56549978e+00	2.09803400e-01
6.56650019e+00	1.55071440e-01
6.56750011e+00	1.54554740e-01
6.56850004e+00	1.59157290e-01
6.56949997e+00	1.67253580e-01
6.57049990e+00	2.09872080e-01
6.57149982e+00	2.11005580e-01
6.57250023e+00	1.77284900e-01
6.57350016e+00	1.65996090e-01
6.57450008e+00	1.74079080e-01
6.57550001e+00	1.70183640e-01
6.57649994e+00	1.96731760e-01
6.57749987e+00	2.52884860e-01
6.57849979e+00	2.96678270e-01
6.57950020e+00	2.86803930e-01
6.58050013e+00	1.88765320e-01
6.58150005e+00	1.86646510e-01
6.58249998e+00	2.69683570e-01
6.58349991e+00	3.08684410e-01
6.58449984e+00	3.28405350e-01
6.58549976e+00	3.36583760e-01
6.58650017e+00	2.77300330e-01
6.58750010e+00	2.60865690e-01
6.58850002e+00	3.05861680e-01
6.58949995e+00	2.85268520e-01
6.59049988e+00	2.42605150e-01
6.59149981e+00	1.71522970e-01
6.59250021e+00	9.06829830e-02
6.59350014e+00	8.50699250e-02
6.59450006e+00	1.51455800e-01
6.59549999e+00	1.84714290e-01
6.59649992e+00	1.63278330e-01
6.59749985e+00	1.33642410e-01
6.59849977e+00	1.16186810e-01
6.59950018e+00	1.40424010e-01
6.60050011e+00	2.32243980e-01
6.60150003e+00	3.06708480e-01
6.60249996e+00	3.11601790e-01
6.60349989e+00	2.10098940e-01
6.60449982e+00	1.65716720e-01
6.60550022e+00	1.83307930e-01
6.60650015e+00	1.85758550e-01
6.60750008e+00	2.14736210e-01
6.60850000e+00	2.07683270e-01
6.60949993e+00	1.38621730e-01
6.61049986e+00	1.32693290e-01
6.61149979e+00	1.60976560e-01
6.61250019e+00	2.24051370e-01
6.61350012e+00	2.77719740e-01
6.61450005e+00	2.70378860e-01
6.61549997e+00	1.67480690e-01
6.61649990e+00	1.29769590e-01
6.61749983e+00	2.12309660e-01
6.61850023e+00	3.15983890e-01
6.61950016e+00	3.65974340e-01
6.62050009e+00	3.89462020e-01
6.62150002e+00	4.02236070e-01
6.62249994e+00	3.92568110e-01
6.62349987e+00	3.73361260e-01
6.62449980e+00	3.75996950e-01
6.62550020e+00	3.96012690e-01
6.62650013e+00	3.03238450e-01
6.62750006e+00	2.82527540e-01
6.62849998e+00	3.48938940e-01
6.62949991e+00	3.89256480e-01
6.63049984e+00	3.63120410e-01
